story_id,images,text
997,"['https://static2.tinkoff.ru/portfolio/stories/images/musthave2018_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/musthave2018_10.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/musthave2018_7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/musthave2018_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/musthave2018_3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/musthave2018_9.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/musthave2018_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/musthave2018_11.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/musthave2018_6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/musthave2018_8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/musthave2018_1.jpg']","Авоська Сумки-шоперы и советские авоськи — альтернатива полиэтиленовым пакетам. Купите один шопер и носите при каждом походе в магазин: он в разы экологичнее и выглядит красивее. Симпатичные модели выпускает музей современного искусства «Гараж».  Что точно пригодится вам этим летом 10 вещей на лето Модные оракулы говорят, что шлёпки — это новые сандалии. Причем носить их советуют с носками. Демократичные варианты выпускают Calvin Klein и Puma, более изощренные — Gucci, Raf Simons и Alexander McQueen.  Крем с SPF Спортивная экипировка крайне актуальна в контексте ЧМ-2018. Бренды давно производят джерси из дышащих тканей, поэтому носить его можно и за пределами фитнес-зала.  Очки Купить Поясная сумка Моментальная камера Банальная, но важная покупка. Хит сезона — футуристические узкие оправы в духе Нео из «Матрицы». Подходящие формы можно найти не только у Prada и Balenciaga, но и в масс-маркетах — Mango или Zara.  Кеды У этой покупки сразу несколько полезных свойств. Первое — поддержание водного баланса в организме. Второе — помощь в защите окружающей среды от пластикового мусора. Некоторые бренды делают бутылки  с креплением для рюкзака, поэтому их можно использовать еще и как аксессуар. Массивные ugly shoe выглядят красиво, но на лето лучше взять что-то более легкое. В линейке Adidas можно найти культовые силуэты из технологичного дышащего материала Primekit, а у Converse — кеды One Star из премиальной замши почти во всех цветах радуги. 10 вещей на лето Футбольное джерси Пляжные рубашки с пальмами и цветочными узорами уверенно переходят в повседневный гардероб. Их хорошо сочетать с базовой белой футболкой, неяркими шортами или брюками чинос. Девушкам можно не стесняться и смело брать мужские варианты.  Солнечные лучи — ключевой фактор старения кожи. Не ленитесь наносить солнцезащитный крем на лицо и тело, когда выходите на улицу. Комфортные средства — La Roche-Posay Anthelios AC и Bioderma Hydrabio Perfector — продаются в аптеках. Кремы защищают кожу от ультрафиолета и не добавляют жирного блеска.  Универсальный аксессуар, который можно носить на поясе или через плечо. Подходит для пробежек, городских прогулок и жарких фестивальных ночей. Бутылка для воды Смешная рубашка Разработчики фотоприложений научились мастерски имитировать пленку в фильтрах, но камеры мгновенной печати по-прежнему не теряют популярности. Суперкомбо — загрузить полароид в Инстаграм, попробуйте. Сланцы"
830,"['https://static2.tinkoff.ru/portfolio/stories/images/Tamojnya3.png', 'https://static2.tinkoff.ru/portfolio/stories/images/Tamojnya5.png', 'https://static2.tinkoff.ru/portfolio/stories/images/Tamojnya1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/TaxFree8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/Tamojnya2.png', 'https://static2.tinkoff.ru/portfolio/stories/images/Tamojnya4.jpg']","Деньги, драгоценные металлы и камни, рыбу и морепродукты, топливо в канистре, картины, иконы и антиквариат. Алкоголь, табак, технику, одежду, украшения, лекарства, продукты, картины, антиквариат и машины. Спокойно проходите границу Чтобы спокойно пройти границу и привезти домой сыр с хамоном Что нужно декларировать при ввозе в РФ? Можно от руки написать список вещей, а можно скачать и заполнить на компьютере. Что нужно декларировать при вывозе из РФ? Что нужно знать о таможне Как заполнить декларацию? Таможня следит за тем, какие предметы и вещества перевозят через границу. О некоторых вещах нужно сообщать государству — декларировать их. Как работает таможня Если вы не везете ничего запрещенного: Скачать образец Зачем нужна таможня?"
1341,"['https://static2.tinkoff.ru/portfolio/stories/images/shoes2907-1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/shoes2907-6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/shoes2907-8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/shoes2907-5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/shoes2907-7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/shoes2907-3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/shoes2907-4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/shoes2907-2.jpg']","Дважды он неудачно пытался запустить бизнес с инвесторами. В третий раз открыл ИП и вложил собственные 145 300 ₽. Читать об обувном бизнесе Как заработать на пошиве обуви Бизнес: мужская обувь Ценника всего два, чтобы люди не путались и легко их запоминали: туфли стоят 26 900 ₽, ботинки — 29 990 ₽. Новых клиентов Махач привлекает через рекламу в поисковых системах и онлайн-изданиях. Со старыми клиентами работает отдел продаж. Чтобы развивать бизнес, предприниматель открыл шоурум в Москве и стал продавать франшизы. За месяц компания Махача зарабатывает до 2 905 000 ₽, из них 2 015 000 ₽ уходит на операционные расходы, а прибыль составляет 890 000 ₽. Это Махач Хайбаев. Он открыл цех по производству мужской обуви ручной работы."
889,"['https://static2.tinkoff.ru/portfolio/stories/icons/tc_icon.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N031-4a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N031-22a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N031-5a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N031-33a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N031-1a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N031-66a.png']","Схема проезда, карта магазинов, спецпредложения и не только \nВ приложении Тинькофф появился новый раздел — «Торговые центры». Загляните туда, если собираетесь за покупками. Торговые центры в мобильном банке Нажмите на иконку, чтобы построить маршрут до торгового центра. \nЧтобы отыскать «Торговые центры», перейдите в раздел «Еще» → «Бонусы» → «Спецпредложения».  Доберитесь как удобно Запланируйте поездку Нажмите на схему, чтобы посмотреть план с указанием всех магазинов, кафе и других мест общественного пользования на каждом этаже. Получайте кэшбэк Торговые центры  Торговые центры Мы подробно описали, как добраться, встроили возможность быстрого вызова такси и узнали стоимость парковки. Все места, где можно получить повышенный кэшбэк или бонусы, собраны вместе. Найдите нужные магазины"
1368,"['https://static2.tinkoff.ru/portfolio/stories/images/N050-1a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N050-4a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N050-3a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/sberbank_29-07_2.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N050-22a.png', 'https://static2.tinkoff.ru/portfolio/stories/icons/sberbank_icon_zahod.png']","Допустим, вы хотите перевести деньги знакомому на карту Сбербанка. Но знаете только его номер телефона. Как быть? Укажите сумму перевода и счет, с которого хотите перевести деньги. За один раз можно перевести до 15 000 ₽, за день — до 50 000 ₽. Как перевести деньги в Сбербанк по номеру телефона Перевод сразу придет на карту Сбербанка. Комиссия за перевод с дебетовой карты — 1%. Введите номер телефона или выберите получателя перевода из телефонной книги. Зайдите в раздел «Оплатить» → «Переводы» → «Людям». Переводы в Сбербанк"
831,"['https://static2.tinkoff.ru/portfolio/stories/images/investicii_11-05_zahod.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/investicii_11-05_6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/investicii_11-05_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/investicii_11-05_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/investicii_11-05_7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/investicii_11-05_31.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/investicii_11-05_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/investicii_11-05_4.jpg']","Тинькофф Инвестиции 2.0 Налоги не станут неожиданностью. Покажем, сколько налога спишут, прямо на экране, когда будете выводить деньги.  Пониженная в 10 раз комиссия Круглосуточный вывод на карту Теперь с помощью карты можно покупать бумаги в любое время, пока открыта биржа. Не нужно заранее держать деньги на брокерском счете. Больше не нужно ждать два дня для вывода. Теперь деньги с брокерского счета доходят мгновенно. Даже в ночь с субботы на воскресенье. Как открыть Налоги онлайн До 30 июня мы снизили комиссию за сделку до 0,03% и отменили минимальную плату 99 рублей. \nСоставьте инвестиционный портфель и экономьте на комиссии. Что изменилось в Тинькофф Инвестициях после получения лицензий Открыть счет В приложении появились новые акции, облигации и несколько десятков ОФЗ с Московской и Санкт-Петербургской биржи. Возможностей для инвестиций стало больше. Тинькофф Инвестиции 2.0 Более 100 новых бумаг Тинькофф Банк получил лицензию брокера — и теперь открывает счета на бирже сам. Это значит, что с 15 мая Тинькофф Инвестиции стали еще удобнее.  Покупка во время работы бирж Если есть дебетовая карта Тинькофф Банка, можно открыть брокерский счет нажатием одной кнопки онлайн. \nЕсли карты нет, документы и карту привезет представитель банка. Что случилось"
936,"['https://static2.tinkoff.ru/portfolio/stories/images/sd_cb_28-05_3-false.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/sd_cb_28-05_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/sd_cb_28-05_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/sd_cb_28-05_6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/sd_cb_28-05_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/sd_cardlock_9.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/sd_cb_28-05_3-true.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/sd_cb_28-05_zahod.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/sd_cb_28-05_1.jpg']","Если перезвонили Позвонить Не говорите реквизиты карты или коды из СМС.\nЕсли сказали реквизиты, срочно блокируйте карту. Удалить сообщение ПРОЙТИ ТЕСТ От имени ЦБ РФ вам сообщают, что обслуживание ваших карт приостановлено. Написать отправителю Проверьте себя НЕВЕРНО!\nЭто мошенники. Не перезванивайте и не отвечайте на СМС с незнакомых номеров. Узнайте, как не подарить деньги мошенникам Допустим, вам приходит СМС Они отправили вам СМС и ждут звонка или ответного сообщения. Если перезвоните, они попытаются узнать реквизиты карты и украсть ваши деньги. Сам звонок тоже может быть платным. Позвонить в банк ВЕРНО!\nЭто мошенники. Что делать?"
890,"['https://static2.tinkoff.ru/portfolio/stories/images/yandex2005_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/yandex2005_3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/yandex2005_6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/yandex2005_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/yandex2005_2.jpg']","Песня «Волк» войдет в альбом «Встречная полоса», релиз которого запланирован уже на 25 мая.  Песня Back to You Селены Гомес войдет в саундтрек ко второму сезону сериала «13 причин почему». Селена не только пишет песни для проекта, но и выступает в роли исполнительного продюсера. Пять песен этой недели Селена Гомес Саундтрек к новому сезону «13 причин почему» Солист Korn в поисках просветления Баста записал русскоязычный вариант официального гимна «Кока-колы» к Чемпионату мира по футболу — 2018. Версию на английском языке — композицию Colors — ранее представил Джейсон Деруло. Финальная часть чемпионата пройдет в 11 городах России с 14 июня по 15 июля. Слушать Первая песня из будущего альбома  «Мне бы хотелось, чтобы музыка была средством просветления. Сейчас происходит так много фигни, и в попытке всё отследить люди без конца пялятся в телефоны. Эта песня вытащит вас из этого потока», — говорит фронтмен группы Korn Джонатан Дэвис о новом сольном треке.  Гимн для ЧМ по футболу Сплин  По словам певицы, новая песня Girls — это гимн женщинам. «Последние годы я пребывала под огромным впечатлением от сильных духом женщин, которые не боятся творить, создавать, быть самими собой». В записи приняли участие Cardi B, Charli XCX и Биби Рекса. Баста Рита Ора Воспевает сильных женщин Одна неделя в пяти песнях Джонатан Дэвис Редакторы «Яндекс.Музыки» послушали много новых песен, чтобы выбрать пять главных треков недели"
953,"['https://static2.tinkoff.ru/portfolio/stories/images/rest010618_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/rest010618_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/rest010618_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/rest010618_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/rest010618_cover.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/rest010618_3.jpg']","Большая Дмитровка, 12/1, стр. 1 Круглосуточно Воронеж Паб Ло Пикассо Забронировать До конца июня в этом ресторане подают сет из четырех блюд. Оливье с королевским крабом, сельдь под шубой на французский манер, бефстроганов с белыми грибами и десерт «Анна Павлова». Все это сопровождается четырьмя бокалами вина и стоит 2500 ₽. В сезонном меню ресторана на «Красном Октябре» акцент сделан на ярких, легких и витаминных блюдах. Стоит попробовать микс-салат с рикоттой, миндалем и ягодами малины, филе судака с кабачками и медовик с каштановым медом и соусом из карамелизированных яблок. 2-я Звенигородская, 13, стр. 1 Средний чек: 700–1500 ₽ Средний чек: 1500–2500 ₽ Сыроварня Le Restaurant В ресторане с видом на Красную площадь есть три вида традиционных сезонных супов: окрошка на квасе и кефире, ботвинья и холодный свекольник с раковыми шейками.  12:00–0:00 Славянская пл., 2 Dr. Живаго Летнее меню Моховая, 15 В закусочной появились тартары. Всего три вида: классический – с зеленью, корнишонами, каперсами, ворчестером и табаско; оригинальный – с пряным манговым чатни и петрушкой; деликатесный – с трюфельным маслом, тимьяном, пастой из трюфеля и хрустящим картофелем.  Здесь можно попробовать 5 вариаций гаспачо: из желтых томатов; два «красных» – с камчатским крабом и с вяленой говядиной; вишневый гаспачо с перцем чили и креветками; а также «белый» из миндаля с толченым багетом, заправленный испанским хересом. Берсеневский пер., 2, стр. 1 Пробуем сезонные новинки в московских ресторанах"
918,"['https://static2.tinkoff.ru/portfolio/stories/images/jercy3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/jercy1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/jercy5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/jercy2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/jercy7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/jercy6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/jercy9.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/jercy4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/jercy8.jpg']","Как у них: Нью-Джерси Это Дарья. Два года назад она вместе с мужем переехала в штат Нью-Джерси в США, куда его перевели по работе.  Читать о жизни в Нью-Джерси В Нью-Джерси общественного транспорта практически нет. В каждой семье есть автомобиль, ездить на котором удобнее, дешевле и быстрее. Большинство людей в Нью-Джерси живет в собственных домах. Ребята снимают часть дома с отдельным входом, кухней, ванной, гостиной, спальней и гардеробной за 82 550 ₽ в месяц. Авиабилеты в крупные города стоят дорого, но можно сэкономить, если путешествовать на автомобиле. Дороги в США хорошие и их много.  Два важных документа в США — это номер социального страхования и водительские права. Паспорт есть только у 40% американцев: он нужен для выезда за рубеж. Жизнь в Нью-Джерси В США не используют Международную систему единиц. Вместо нее тут мили, футы, галлоны, фунты и градусы Фаренгейта: 1 миля = 1,61 км, 1 фут = 0,3 м, 1 галлон = 3,79 л, 1 фунт = 0,45 кг, °F = °C × 1,8 + 32. В магазинах и на рынках всегда есть свежие продукты. Фунт лосося стоит 625 ₽, курицы — 188 ₽, галлон молока — 250 ₽, яйца — 94 ₽ за дюжину."
1019,"['https://static2.tinkoff.ru/portfolio/stories/images/weekend1206_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/weekend1206_3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/weekend1206_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/weekend1206_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/weekend1206_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/weekend1206_6.jpg']","2000 ₽ Фестиваль, на котором выступают все «фрешмены» российской музыки. Здесь можно услышать Монеточку, новый альбом которой обсуждают уже не первую неделю, певицу Гречку, рэпера Хаски и Антоху МС. А еще американцев из Soft Moon, мастера провокации Tommy Cash и целый легион ярких команд из Британии. 11 июня Длинные выходные Garage Screen 50 участников, 50 наушников, 1 голос, 100 минут.\nЗа это время вы, повинуясь командам иронично философствующего компьютерного голоса, побываете в самых разных и неожиданных частях города, почувствуете себя в роли актеров и зрителей, перед тем как «уйти в облака». В этом сезоне программа летнего кинотеатра от музея «Гараж» построена по принципу синематеки и разбита на несколько постоянных рубрик. 12 июня в рубрике «Премьеры» покажут «Тропический вирус» – один из самых успешных фестивальных мультфильмов года. Культурный центр ЗИЛ КАРО 11 Октябрь Прямая трансляция балета «Лебединое озеро» 10 июня музей будет работать бесплатно. В свой день рождения «Гараж» приготовил специальную программу мастер-классов, перформансов и концертов. Для тех, кто не успел зарегистрироваться, будет открыт вход в порядке общей очереди. 10 июня Как провести выходные после длинной рабочей недели  Билеты 350 ₽ Фестиваль «Боль» Garage Screen. Рубрика «Премьеры» 10–11 июня 12 июня День рождения музея «Гараж» Британский королевский оперный театр представляет новую постановку классического балета на музыку Чайковского с хореографией Лиама Скарлетта и декорациями Джона Макфарлена. Говорят, что смотреть его в кино даже интереснее, чем вживую. Remote Moscow — спектакль-путешествие по Москве Музей «Гараж» Миусское кладбище 750 ₽ от 1700 ₽ Подробнее"
1117,"['https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_ira.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_pol.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_jap.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_uru.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_pan.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_por.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_eng.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_bgr.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cup.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cookie.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_rus.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_col.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_egy.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_sen.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_isp.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_mor.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_sau.png']","17:00   Фатхи 47' 6 Англия Саранск Польша Марокко  Салах 73' 6 - 1 Колумбия Панама 2 - 2 Саудовская Аравия Япония Португалия 0 - 3 Саудовская\nАравия Иран Испания Египет Египет\n Россия Группа А Калининград Волгоград Дзюба 62' 0 Уругвай Результаты матчей\nВоскресенье, 24 июня 3 - 1 21:00 Сенегал Понедельник, 25 июня Черышев 59' Самара"
1049,"['https://static2.tinkoff.ru/portfolio/stories/images/kredit-story_14-06_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kredit-story_14-06_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kredit-story_14-06_3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kredit-story_14-06_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kredit-story_14-06_2.jpg']","Относитесь серьезно Зачем она мне? Как пополняется кредитная история? Кредитная история Это досье на вас как на заемщика. В нем рассказано, какую сумму и когда вы занимали, платили вовремя или задерживали и в какие банки обращались за кредитами. Как она выглядит и зачем нужна  Что такое кредитная история? Зачем моя кредитная история компаниям? Что такое кредитная история Банки решают, давать кредит или нет. Страховщики защищаются от мошенников и безответственных людей. Работодатели оценивают сотрудника. Чтобы знать, почему вдруг банк не дает вам кредит. Еще бывает, что компании могут опечататься в номере паспорта или инициалах. Если данные совпадут с другим человеком, то на вас может повиснуть чужой долг. Информацию в нее заносят сотрудники банков, микрофинансовых организаций, кредитных потребительских кооперативов, операторы сотовой связи и судебные приставы. "
1036,"['https://static2.tinkoff.ru/portfolio/stories/images/lleto_airlines_08-06_3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/lleto_airlines_08-06_11.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/lleto_airlines_08-06_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/lleto_airlines_08-06_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/lleto_airlines_08-06_1.jpg']","Мы увеличили до 7% кэшбэк за покупки в 59 категориях по всему миру: кафе, музеи, развлечения, транспорт, одежда, круизы, заправки, клубы, дьюти-фри и многое другое.  До 15 сентября можно получить до 6000 бонусных миль ALL Airlines — хватит на авиабилеты в Сочи. Оформите кредитную карту ALL Airlines до 15 августа, чтобы получать повышенный кэшбэк до 15 сентября. Сэкономьте до 6000 ₽ на отдыхе и путешествиях с 15 июня по 15 сентября Врываемся в лето с Тинькофф Банком Оформить карту Врываемся в лето  "
907,"['https://static2.tinkoff.ru/portfolio/stories/images/starwars5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/starwars3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/starwars2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/starwars7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/starwars1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/starwars4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/starwars8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/starwars6.jpg']","Идеальный снек для марафона «Звездных войн» — печенье в форме Йоды, Дарта Вейдера или имперского штурмовика.  Форма для печенья  Блокнот Moleskine Футболка Elevenparis 3200 ₽ Классические примочки для начинающего джедая. Да прибудут с вами значки и наклейки! Мерч для самого серьезного фаната. По виду часов и не скажешь, что их дизайнеры вдохновлялись «Звездными войнами», но душу гика такой аксессуар согреет.  Выбираем лучшие подарки для гика Подарки для фанатов «Звездных войн» Обложка для паспорта из тайвека Фанатам аниме и Рей больше не нужно выбирать что-то одно. Японский кино-арт на спине как приятный бонус.  2095 ₽ Купить Часы Nixon x Star Wars Подарочный набор 38 $ 2590 ₽ Тайвек выглядит как бумага, но выдерживает даже космические перегрузки и темную сторону силы Дарта Вейдера.  Лонгслив 1748 ₽ Одежду с героями звездной саги можно найти даже в соседнем ТЦ, но там на футболках обычно красуются персонажи последних фильмов. А вот классические плакаты встречаются редко. Что надеть падавану и съесть джедаю?   690 ₽ Запутаться в очередности просмотров фильмов саги проще простого. Распишите всё по порядку и подарите падавану.   12 290 ₽"
988,"['https://static2.tinkoff.ru/portfolio/stories/images/bagaj0806_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/bagaj0806_6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/bagaj0806_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/bagaj0806_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/bagaj0806_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/bagaj0806_3.jpg']","10 890 ₽ 12 500 ₽ American Tourister Soundbox Herschel Supply Co Highland Люксовый чемодан от Rimowa выглядит не иначе как кейс, наполненный деньгами, из голливудского фильма. Помимо стильного внешнего вида, здесь еще прочные замки, бесшумные колеса и 5 лет гарантии.  Чемоданы для путешествий 10 500 ₽ Купить American Tourister — один из главных мировых производителей чемоданов. Эта модель изготовлена из ударопрочного полипропилена и оснащена кодовым замком. Среди преимуществ — возможность изменения объема чемодана. Главный атрибут любого путешественника — удобный и стильный чемодан, который можно взять с собой в салон самолета  Xiaomi Mi Trolley 90 Points 20 Samsonite Cabin Collection Rimowa Classic Flight Cabin Multiwheel 4900 ₽ Компактный красный чемодан от Samsonite оснащен специальными защелками, которые обеспечивают абсолютную герметичность — ваши вещи не намокнут даже под проливным дождем. Камуфляжный чемодан от Herschel не только поможет перевезти все самое необходимое, но и станет отличным аксессуаром.  Xiaomi уже давно производит не только смартфоны. Технологичный чемодан создан специально для почитателей основных достоинств марки — лаконичного дизайна и инновационных технологий. Стоит отметить устойчивый к царапинам корпус и бесшумные колеса.  Лучшие чемоданы для путешествий 49 200 ₽"
1323,"['https://static2.tinkoff.ru/portfolio/stories/images/1323/5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1323/1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1323/6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1323/2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1323/4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1323/3.jpg']","И почему это удобно Иначе придется платить комиссию и повышенные проценты. Когда нужен кредит наличными Кредит от 9,9% годовых Чтобы не переплачивать, оформите кредит наличными Оформить кредит Представитель банка привезет вам деньги на дебетовой карте Tinkoff Black. Если у вас уже есть такая — мы просто пополним счет. Снимать деньги с кредитки дорого Одобрим в день обращения, без справок и визитов в банк. Снимайте кредитные деньги от 3000 ₽ без комиссии в любом банкомате. А за оплату покупок картой получайте кэшбэк до 30%. Допустим, вы хотите сделать ремонт. На покупку материалов и оплату работ нужны наличные. Пользуйтесь бонусами"
1042,"['https://static2.tinkoff.ru/portfolio/stories/images/fakt4m8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/fakt4m5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/fakt4m1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/fakt4m3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/fakt4m7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/fakt4m6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/fakt4m2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/fakt4m4.jpg']","Такое количество волонтеров будет помогать футболистам, болельщикам и журналистам во время ЧМ.  12 600 000 000 000 Этим летом в Россию приедет порядка 3 миллионов туристов со всего мира. Только во время турнира страну посетят около миллиона иностранных болельщиков.  Сколько денег было потрачено на проведение чемпионата мира, сколько болельщиков приедет к нам летом и сколько людей задействовано во время турнира  30 000 26 Такое количество объектов транспортной инфраструктуры было построено к старту ЧМ, в их числе 11 новых терминалов в аэропортах и новый аэропорт в Ростове-на-Дону.  Такая сумма в рублях была инвестирована в развитие инфраструктуры, связанной с чемпионатом мира.  Главные цифры ЧМ Такое количество тренировочных комплексов смогут использовать дети и подростки по всей стране для занятий футболом. Около 16 тысяч юных футболистов будут тренироваться в самых комфортных условиях.  Столько стадионов примут матчи ЧМ. Игры пройдут в 11 городах, и только в Москве играть будут сразу на двух стадионах: в «Лужниках» и на стадионе «Спартак».  Столько рабочих мест было создано и поддерживается благодаря чемпионату мира.  96 100 000 3 000 000"
